Signal,emav,dasdv,fzc,vare,Movmnt
305,0.501218344,0.639286634,200,0.248924557,palm
306,0.446739134,0.662791308,346,0.221049629,palm
307,0.374242971,0.482508688,150,0.114839016,palm
308,0.412037408,0.524108527,210,0.141428353,palm
309,0.391412977,0.505146204,128,0.134652273,palm
310,0.387383213,0.477532251,84,0.125744806,palm
311,0.405659008,0.510864871,94,0.146853305,palm
312,0.389586218,0.483252604,150,0.129907539,palm
313,0.404919897,0.543293423,114,0.15195753,palm
314,0.396429258,0.487452248,148,0.127981152,palm
315,0.398656539,0.486467857,250,0.1387433,palm
316,0.466419931,0.589380841,504,0.208963208,palm
317,0.41384972,0.508300002,258,0.14946129,palm
318,0.400018801,0.422063931,302,0.116778398,palm
319,0.430952695,0.548367854,198,0.165295021,palm
320,0.429737194,0.546715702,286,0.165230826,palm
321,0.400308911,0.430293138,82,0.118193675,palm
322,0.426023929,0.474540119,226,0.140715469,palm
323,0.449564222,0.521096832,164,0.170316693,palm
324,0.451508518,0.608374012,664,0.201212738,palm
325,0.453478066,0.57127962,448,0.182501708,palm
326,0.426137115,0.476573753,134,0.143430764,palm
327,0.386840956,0.387062425,132,0.103104604,palm
328,0.412430109,0.532807782,253,0.168794941,palm
329,0.446503702,0.544881125,290,0.174591705,palm
330,0.43519711,0.505895568,412,0.160990696,palm
331,0.426392154,0.492742775,190,0.145974558,palm
332,0.447480032,0.57852464,448,0.180464393,palm
333,0.439891473,0.534984921,256,0.178804628,palm
334,0.452191742,0.534132064,249,0.1785626,palm
335,0.470422711,0.656027162,366,0.227567226,palm
336,0.44889672,0.585205623,374,0.193098361,palm
337,0.450253615,0.620342836,214,0.202264765,palm
338,0.406580282,0.475437963,170,0.144824776,palm
339,0.488219489,0.694212844,584,0.25552731,palm
340,0.431798851,0.500366089,184,0.155729227,palm
341,0.450417933,0.551065204,484,0.187733617,palm
342,0.443993643,0.533270816,468,0.169695422,palm
343,0.417564493,0.491948595,280,0.14787433,palm
344,0.440562561,0.544286155,302,0.175587412,palm
345,0.45076982,0.580304335,278,0.186093348,palm
346,0.401776145,0.426674756,190,0.124998078,palm
347,0.399201423,0.45763455,92,0.131248833,palm
348,0.406968965,0.469812399,94,0.135643035,palm
349,0.404139869,0.487500301,306,0.140743835,palm
350,0.445320242,0.540098634,290,0.187073953,palm
351,0.442569871,0.541074058,358,0.168594247,palm
352,0.411341367,0.471611792,206,0.138097461,palm
353,0.434438883,0.517258323,338,0.160580729,palm
354,0.392602905,0.44605418,405,0.124435247,palm
355,0.453201093,0.600418883,488,0.202320641,palm
356,0.438179684,0.557781637,209,0.186927364,palm
357,0.453076439,0.564977794,366,0.178114579,palm
358,0.4497181,0.544502853,68,0.168778365,palm
359,0.412755587,0.49115075,238,0.149671989,palm
360,0.410559658,0.455349494,240,0.133138488,palm
361,0.40050119,0.425118289,330,0.119012968,palm
362,0.362702758,0.396038891,112,0.100324672,palm
363,0.382131599,0.414943787,246,0.112700206,palm
364,0.394421866,0.459251157,206,0.124875656,palm
365,0.383179372,0.432419938,176,0.121265113,palm
366,0.396328528,0.492464227,192,0.14069886,palm
367,0.381101983,0.383147006,170,0.101923221,palm
368,0.355097471,0.313060973,62,0.079098501,palm
369,0.392664544,0.421815289,168,0.111335599,palm
370,0.367529645,0.365482136,146,0.092479863,palm
371,0.35352688,0.307551257,134,0.076084862,palm
372,0.411200684,0.48878761,122,0.141776894,palm
373,0.397020087,0.446076108,322,0.123068097,palm
374,0.361266694,0.369626279,174,0.094710082,palm
375,0.401525387,0.494144839,318,0.138946035,palm
376,0.39556964,0.428189833,108,0.116093273,palm
377,0.409391182,0.480648815,308,0.136496285,palm
378,0.463780701,0.622731819,332,0.211524739,palm
379,0.468539673,0.682465045,542,0.228132993,palm
380,0.488720244,0.680110176,496,0.239035566,palm
381,0.434820261,0.566269645,394,0.173408989,palm
382,0.44114825,0.596341356,346,0.181346341,palm
383,0.433469431,0.56878825,423,0.171136511,palm
384,0.447659073,0.549170361,432,0.169179129,palm
385,0.441258471,0.600559269,332,0.188210537,palm
386,0.436640296,0.559199677,364,0.165014798,palm
387,0.452455669,0.570298426,174,0.171167952,palm
388,0.485416864,0.674261709,896,0.22537585,palm
389,0.438949984,0.581025229,644,0.17568323,palm
390,0.414474604,0.529552228,40,0.149539725,palm
391,0.393599052,0.440336886,92,0.117619826,palm
392,0.430579274,0.521086573,144,0.156260888,palm
393,0.408256604,0.456759266,197,0.129674395,palm
394,0.448183266,0.629309783,171,0.197242036,palm
395,0.450355267,0.662196414,526,0.228823382,palm
396,0.447570144,0.607444626,586,0.192671494,palm
397,0.403568408,0.462168154,360,0.128454089,palm
398,0.44033895,0.539709362,805,0.164006639,palm
399,0.388393127,0.436687505,64,0.119855542,palm
400,0.36670555,0.351901031,82,0.0874093,palm
401,0.666216638,1.332084192,858,0.790515285,spher
402,0.663607505,1.239362827,942,0.708884444,spher
403,0.659120688,1.173788511,1116,0.669509634,spher
404,0.67639223,1.275200616,913,0.739772654,spher
405,0.652297715,1.238701012,747,0.697384301,spher
406,0.644960941,1.219728431,1145,0.680569763,spher
407,0.642555512,1.179384046,1128,0.640114488,spher
408,0.656532674,1.150973063,900,0.638615738,spher
409,0.56279975,0.9640247,654,0.472449794,spher
410,0.796341373,1.590528662,1215,1.230925727,spher
411,0.692208772,1.327656451,569,0.836105687,spher
412,0.739750037,1.478578374,772,0.984039046,spher
413,0.753294342,1.487086293,700,0.992632384,spher
414,0.706860365,1.417267244,794,0.930230946,spher
415,0.728836487,1.407637588,1036,0.922662806,spher
416,0.672886758,1.246700168,892,0.74522791,spher
417,0.67779021,1.253207356,1053,0.750330276,spher
418,0.68069432,1.262592887,843,0.748908554,spher
419,0.629573417,1.194487198,799,0.680677784,spher
420,0.691525264,1.279877944,864,0.822916249,spher
421,0.673311689,1.289260389,688,0.779468772,spher
422,0.767005925,1.432168746,863,0.993542953,spher
423,0.698236552,1.302489604,931,0.819908849,spher
424,0.726422321,1.574967366,1148,1.126422712,spher
425,0.753005646,1.542128999,856,1.0772206,spher
426,0.698392061,1.46334323,736,1.000201301,spher
427,0.712193167,1.425995361,804,0.911070411,spher
428,0.711276282,1.413545508,831,0.930167428,spher
429,0.762675325,1.683493942,881,1.303032663,spher
430,0.687321528,1.276759484,706,0.837614413,spher
431,0.696728091,1.410540186,656,0.926340713,spher
432,0.67146804,1.247499664,723,0.742229914,spher
433,0.728538857,1.417213903,780,0.962247116,spher
434,0.785772858,1.553884297,1255,1.120025739,spher
435,0.733470619,1.403839572,846,0.920302879,spher
436,0.75990179,1.438053071,946,1.001357666,spher
437,0.74667096,1.373722429,1114,0.970989688,spher
438,0.758095099,1.408877577,1166,0.953870164,spher
439,0.727252293,1.436883531,736,0.934179149,spher
440,0.73624848,1.425081891,620,0.912887516,spher
441,0.806729508,1.576241738,882,1.177632562,spher
442,0.757801526,1.519318012,952,1.090447957,spher
443,0.757547899,1.568496152,760,1.136288133,spher
444,0.771608818,1.540125567,824,1.156464138,spher
445,0.716650032,1.465710996,692,0.956283928,spher
446,0.757207551,1.423732404,696,1.049645381,spher
447,0.786093897,1.442556947,982,1.040669017,spher
448,0.751499969,1.302919828,1135,0.864775376,spher
449,0.74294671,1.348584816,1004,0.909005549,spher
450,0.832542857,1.473804343,838,1.235787974,spher
451,0.76493316,1.380020357,1032,1.000603326,spher
452,0.765909665,1.39685113,746,1.041736197,spher
453,0.668835062,1.265193519,909,0.787931879,spher
454,0.824676548,1.584152315,580,1.372327766,spher
455,0.773309284,1.416518099,1110,1.037439533,spher
456,0.788274455,1.483143383,782,1.085903554,spher
457,0.759591537,1.376437118,736,0.956609031,spher
458,0.657942034,1.252548644,684,0.794235838,spher
459,0.77969668,1.379660259,503,0.984319084,spher
460,0.793392576,1.447964613,1073,1.049625037,spher
461,0.775760899,1.447243172,729,1.111896397,spher
462,0.691233608,1.354253666,784,0.892330224,spher
463,0.647229646,1.19968907,751,0.705228506,spher
464,0.644154539,1.147523623,658,0.713567199,spher
465,0.623311248,1.064514465,930,0.563054755,spher
466,0.751332317,1.499376148,1073,1.028136259,spher
467,0.758939111,1.407989147,855,0.971615216,spher
468,0.745600932,1.48092252,863,1.040118253,spher
469,0.728882849,1.381553702,712,0.900575296,spher
470,0.72410918,1.362960131,1208,0.878086013,spher
471,0.691767906,1.236644777,980,0.738855523,spher
472,0.676573224,1.282965809,707,0.783306853,spher
473,0.68436052,1.244913087,738,0.743937361,spher
474,0.689515473,1.299677647,1021,0.78733688,spher
475,0.686595465,1.256306901,523,0.790783273,spher
476,0.698553509,1.286466805,882,0.803690956,spher
477,0.732308879,1.515200303,1034,1.088138251,spher
478,0.626182166,1.133636279,775,0.606341194,spher
479,0.70688502,1.341964529,1155,0.836482718,spher
480,0.65700105,1.259626098,582,0.721884878,spher
481,0.636967121,1.180203238,788,0.650087474,spher
482,0.74882714,1.328525082,892,0.854552806,spher
483,0.730734525,1.326005457,933,0.850045406,spher
484,0.666174048,1.177993565,936,0.699628598,spher
485,0.665396104,1.234199653,652,0.725972173,spher
486,0.665036145,1.156481785,834,0.628683112,spher
487,0.681400196,1.239443586,800,0.72390934,spher
488,0.673658318,1.207277433,878,0.698981374,spher
489,0.700363106,1.310604863,842,0.787906386,spher
490,0.69147127,1.188785991,815,0.722546869,spher
491,0.708079842,1.289782929,923,0.764975033,spher
492,0.662259968,1.23975907,786,0.777831685,spher
493,0.645165251,1.135831426,662,0.636078453,spher
494,0.640939072,1.190820353,936,0.655994647,spher
495,0.720255247,1.414141434,1263,0.92898036,spher
496,0.711783504,1.259210451,826,0.805949862,spher
497,0.69573187,1.265967006,843,0.772313338,spher
498,0.679884886,1.277793338,1187,0.76199223,spher
499,0.728584996,1.387054195,760,0.936697485,spher
500,0.708196988,1.347776769,490,0.863601088,spher
501,0.514133571,0.700075375,920,0.254861271,tip
502,0.457160751,0.563271882,394,0.181879155,tip
503,0.51392222,0.705168659,875,0.257153444,tip
504,0.545889118,0.820870128,740,0.328919138,tip
505,0.646571539,1.155249559,1238,0.592468464,tip
506,0.501375574,0.698409011,268,0.245707081,tip
507,0.588227285,1.018608878,796,0.453573654,tip
508,0.522309833,0.746023636,562,0.275347798,tip
509,0.509274989,0.751023066,693,0.272744743,tip
510,0.478612069,0.625920837,884,0.209793889,tip
511,0.544710256,0.792000759,524,0.309948965,tip
512,0.581234932,0.896736181,780,0.39091166,tip
513,0.539636024,0.792414622,310,0.319442989,tip
514,0.49120272,0.737754653,440,0.2500668,tip
515,0.519543086,0.788581809,354,0.287502564,tip
516,0.508425646,0.744142816,580,0.275861927,tip
517,0.472546741,0.567862881,290,0.200629349,tip
518,0.502979809,0.702426737,475,0.245307606,tip
519,0.584482453,0.890610564,1179,0.38843012,tip
520,0.501979064,0.682524384,784,0.264315425,tip
521,0.476327994,0.627440353,442,0.211508159,tip
522,0.471952716,0.590793068,258,0.195442973,tip
523,0.4779766,0.61002819,128,0.206625009,tip
524,0.601638362,0.957045658,1185,0.449033392,tip
525,0.547859408,0.834774672,993,0.343812727,tip
526,0.499400367,0.665159681,232,0.263357051,tip
527,0.532852949,0.792687503,690,0.299202441,tip
528,0.401828024,0.425600424,204,0.11252038,tip
529,0.442282014,0.516685497,320,0.158143172,tip
530,0.627697256,1.051413902,1200,0.523072979,tip
531,0.489490845,0.65752878,1235,0.213582266,tip
532,0.419084791,0.460403488,152,0.136535706,tip
533,0.423961164,0.466800862,132,0.13941487,tip
534,0.440161501,0.512118354,293,0.160619732,tip
535,0.436625897,0.50979272,320,0.156568101,tip
536,0.452877749,0.5431992,926,0.170155911,tip
537,0.508501308,0.726753217,875,0.253944276,tip
538,0.430610678,0.499585636,454,0.165287841,tip
539,0.423333927,0.463050578,78,0.139597361,tip
540,0.518999722,0.736276634,366,0.264680259,tip
541,0.435524568,0.483985158,168,0.145854244,tip
542,0.533826671,0.779773863,832,0.289160211,tip
543,0.446232215,0.530359814,350,0.171966177,tip
544,0.449230761,0.544271314,220,0.175679145,tip
545,0.456562474,0.558217878,498,0.184625257,tip
546,0.442723785,0.511193737,314,0.165476859,tip
547,0.436651326,0.51057486,312,0.158201502,tip
548,0.481512155,0.645946485,390,0.231452333,tip
